snum,Genre,Title,Artist,duration_ms,explicit,popularity,total_tracks,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
430,hiphop,HUMBLE.,Kendrick Lamar,177000,TRUE,82,14,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39E-05,0.0958,0.421,150.011,4
431,latin,Vivir Así Es Morir de Amor,Camilo Sesto,210133,FALSE,63,10,0.527,0.689,8,-5.684,1,0.0681,0.614,0,0.381,0.691,102.24,4
432,edm,Breathe,Seeb,240272,FALSE,59,1,0.508,0.754,7,-5.708,0,0.185,0.00597,8.43E-06,0.307,0.383,119.892,4
433,rap,"Front, Back & Side to Side",UGK,313800,TRUE,34,11,0.818,0.633,2,-5.598,1,0.105,0.0192,1.47E-05,0.0444,0.803,150,4
434,latin,Tu Eres Ajena,Frank Reyes,239666,FALSE,61,11,0.919,0.579,0,-7.338,0,0.059,0.226,0.000288,0.0776,0.941,130.205,4
435,latin,Adios Amor,Andy Andy,233705,FALSE,44,1,0.818,0.79,0,-5.382,1,0.04,0.759,0.000211,0.0955,0.914,131.037,4
436,pop,Summer Feeling (feat. Jonah Kagen),Matoma,180600,FALSE,48,1,0.654,0.701,10,-7.831,1,0.0846,0.0237,4.87E-05,0.129,0.533,124.922,4
437,rock,Raining Blood,Slayer,254400,FALSE,62,12,0.294,0.995,1,-4.383,0,0.168,0.000489,0.331,0.128,0.0379,88.777,4
438,r&b,She's Playing Hard To Get,Hi-Five,275160,FALSE,41,9,0.518,0.807,1,-6.68,1,0.057,0.00768,0,0.271,0.781,199.979,4
439,latin,Cumbia A La Gente,Guaynaa,208000,FALSE,55,16,0.67,0.835,5,-4.261,0,0.118,0.291,0,0.0849,0.88,179.99,4
440,latin,Fan de Tus Fotos,Nicky Jam,197647,FALSE,62,15,0.728,0.689,7,-5.718,1,0.0725,0.293,1.26E-05,0.109,0.431,170.089,4
441,latin,Si Una Vez,Manny Manuel,288280,FALSE,38,12,0.756,0.839,9,-7.309,1,0.0381,0.365,4.04E-05,0.128,0.939,120.209,4
442,r&b,Sandstorm (feat. JID),Mereba,179026,TRUE,60,13,0.637,0.512,2,-10.027,1,0.0978,0.59,0.000464,0.0712,0.33,109.492,5
443,pop,Spotlight,Jennifer Hudson,250106,FALSE,47,13,0.707,0.724,11,-3.887,0,0.051,0.0448,0,0.072,0.659,108.984,4
444,rock,Everybody’s Gotta Live,Love,204521,FALSE,61,11,0.805,0.281,9,-11.877,0,0.0961,0.607,0,0.116,0.281,105.873,4
445,r&b,Blame It,Jamie Foxx,289746,TRUE,65,15,0.673,0.614,7,-5.426,1,0.103,0.0782,0,0.139,0.362,176.052,4
446,edm,DAMN - Bonus Track,JOYRYDE,220839,FALSE,56,18,0.715,0.962,4,-4.416,0,0.261,0.0233,6.23E-05,0.381,0.517,149.981,4
447,hiphop,Ya Playin' Yaself,Jeru The Damaja,226800,TRUE,51,15,0.858,0.767,7,-8.645,1,0.302,0.00666,0,0.0489,0.753,91.522,4
448,pop,Sad Boy (feat. Ava Max & Kylie Cantrall),R3HAB,141204,FALSE,73,1,0.717,0.692,1,-5.971,0,0.0723,0.0675,0,0.088,0.524,102.996,4
449,hiphop,My Chick Bad,Ludacris,216933,TRUE,68,17,0.624,0.723,1,-6.782,1,0.378,0.172,0,0.483,0.757,84.789,4
450,edm,City Of Dreams - Radio Edit,Dirty South,226866,FALSE,60,3,0.478,0.818,4,-5.076,1,0.0377,0.00292,0.00789,0.438,0.163,127.953,4
451,rock,"Tales of Endurance, Pt. 4, 5 & 6",Supergrass,331426,FALSE,52,9,0.282,0.648,9,-7.604,0,0.0291,0.012,0.401,0.216,0.117,91.536,4
452,r&b,Don't Let Go (Love),En Vogue,291880,FALSE,63,12,0.618,0.688,5,-5.867,0,0.0477,0.409,6.32E-06,0.3,0.561,78.311,4
453,r&b,Dead Man Walking,Brent Faiyaz,247079,TRUE,77,1,0.505,0.267,9,-13.763,0,0.05,0.279,0,0.096,0.439,143.929,4
454,latin,La Noche,Sandoval,229733,FALSE,53,13,0.589,0.565,0,-3.386,1,0.0279,0.529,0,0.168,0.182,129.868,4
455,edm,Babylon (feat. Denzel Curry) - Skrillex & Ronny J Remix,Ekali,156923,FALSE,52,3,0.869,0.869,11,-3.079,0,0.208,0.00917,4.98E-06,0.169,0.661,130.005,4
456,latin,Danza Kuduro,Don Omar,198773,FALSE,77,14,0.4,0.915,0,-4.89,1,0.28,0.0846,0,0.0503,0.878,88.917,3
457,rap,Documentary,YFN Lucci,254756,TRUE,56,18,0.525,0.701,7,-3.678,0,0.248,0.257,0,0.193,0.388,100.007,4
458,hiphop,Pursuit Of Happiness (Nightmare),Kid Cudi,295293,TRUE,71,16,0.627,0.589,0,-9.056,1,0.0405,0.497,7.05E-05,0.324,0.247,115.284,4
459,hiphop,Equality,Afu-Ra,277320,TRUE,46,18,0.634,0.908,7,-2.654,1,0.303,0.168,0,0.101,0.701,88.875,4
460,pop,Complicated,Olivia O'Brien,189000,FALSE,73,1,0.657,0.355,7,-12.044,1,0.0714,0.694,0.000427,0.123,0.0808,74.99,4
461,rock,No Matter What - Remastered 2010,Badfinger,180546,FALSE,62,17,0.529,0.743,9,-5.523,1,0.0481,0.177,0,0.0759,0.78,116.817,4
462,hiphop,Reality Check,Binary Star,241394,TRUE,49,21,0.712,0.483,11,-12.122,0,0.298,0.208,0,0.655,0.717,90.1,4
463,hiphop,Catchin' The Vibe,Quasimoto,163413,TRUE,52,12,0.904,0.557,1,-6.717,1,0.341,0.137,0.00253,0.0926,0.819,90.844,4
464,latin,Bellas,Anthony Santos,243500,FALSE,57,19,0.894,0.766,9,-4.441,1,0.0505,0.118,9.80E-06,0.272,0.936,129.997,4
465,pop,Jealous,Labrinth,287693,FALSE,78,4,0.439,0.153,1,-8.95,1,0.0479,0.874,0,0.107,0.104,116.76,3
466,r&b,Boo'd Up,Ella Mai,256063,FALSE,70,6,0.561,0.779,10,-5.107,0,0.0531,0.0862,0,0.078,0.235,81.965,4
467,rap,"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",Raekwon,253226,TRUE,62,18,0.683,0.902,1,-7.389,0,0.291,0.219,0.000761,0.226,0.724,90.447,4
468,pop,Line By Line (feat. Maren Morris),JP Saxe,206213,TRUE,58,13,0.646,0.483,0,-7.273,1,0.0425,0.309,0,0.124,0.461,72.46,4
469,edm,Harmony (feat. Xillions),Mike Williams,154687,FALSE,61,1,0.699,0.869,9,-4.607,0,0.0393,0.035,0.031,0.0965,0.591,127.975,4
470,latin,Afortunadamente No Eres Tu,Paty Cantú,188773,FALSE,64,11,0.735,0.848,9,-6.82,1,0.0374,0.0882,0,0.0909,0.764,131.02,4
471,rock,Let My Love Open The Door,Pete Townshend,164653,FALSE,63,10,0.651,0.653,0,-9.731,1,0.0545,0.365,0.000117,0.0742,0.729,164.912,4
472,pop,Rule The World,The Wanted,198093,FALSE,35,20,0.594,0.716,7,-6.522,0,0.0987,0.137,0.00108,0.0831,0.29,130.002,4
473,hiphop,Hip-Hop,Dead Prez,214066,TRUE,61,18,0.725,0.737,4,-7.453,1,0.324,0.000633,0.00417,0.109,0.219,77.162,4
474,rock,Hallelujah,Jeff Buckley,413826,FALSE,71,11,0.324,0.136,0,-10.33,1,0.0318,0.931,0.00117,0.176,0.0831,97.256,3
475,latin,Titanic,Kany García,238628,FALSE,67,10,0.504,0.14,10,-12.318,1,0.0845,0.924,0,0.122,0.304,146.287,4
476,edm,Run It (feat. Bok Nero),Bear Grillz,147200,TRUE,43,12,0.643,0.94,1,-3.823,0,0.33,0.023,5.76E-05,0.165,0.279,150.168,4
477,rap,The Take (feat. Chris Brown),Tory Lanez,221492,TRUE,73,18,0.464,0.547,7,-8.137,0,0.339,0.0511,0,0.155,0.423,67.003,4
478,hiphop,Born 2 Live,O.C.,271866,TRUE,40,27,0.785,0.648,7,-6.907,1,0.279,0.0157,0.00198,0.1,0.506,92.08,4
479,pop,EX,Kiana Ledé,222386,FALSE,68,7,0.763,0.537,9,-7.018,0,0.246,0.231,0,0.109,0.426,73.51,4
480,pop,Up (feat. Demi Lovato),Olly Murs,224293,FALSE,69,25,0.692,0.831,9,-5.389,1,0.034,0.0146,0,0.103,0.676,114.972,4
481,pop,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,251173,FALSE,72,16,0.717,0.73,9,-4.729,0,0.0568,0.383,0,0.398,0.792,102.002,4
482,hiphop,White Lines (Don't Do It) - Long Version,Grandmaster Flash,457360,FALSE,33,20,0.858,0.659,7,-10.076,1,0.0684,0.00513,0.0038,0.239,0.734,115.17,4
483,rap,Bad Boyz (feat. Barrington Levy),Shyne,228906,TRUE,55,16,0.788,0.594,6,-4.864,0,0.336,0.0249,1.65E-05,0.0534,0.691,83.84,4
484,hiphop,Selfish,PnB Rock,245604,TRUE,71,14,0.638,0.6,1,-5.84,0,0.0438,0.114,0,0.187,0.0399,101.981,4
485,latin,Bailando,El Chombo,190693,TRUE,49,15,0.677,0.946,9,-4.813,1,0.066,0.156,0.00833,0.191,0.934,193.962,4
486,pop,It's Ok If You Forget Me,Astrid S,204989,FALSE,64,10,0.562,0.379,6,-7.625,1,0.231,0.526,0,0.151,0.258,171.848,4
487,r&b,Nothing In This World,KeKe Wyatt,251066,FALSE,53,10,0.7,0.63,6,-3.344,1,0.0444,0.195,0,0.034,0.399,131.95,4
488,pop,APESHIT,The Carters,264853,TRUE,62,9,0.705,0.784,2,-6.477,1,0.271,0.0133,0,0.168,0.377,160.035,4
489,rock,Stuck on the puzzle,Alex Turner,211053,FALSE,65,6,0.58,0.682,4,-8.523,1,0.0332,0.0792,0.0316,0.161,0.774,77.53,4
490,latin,Aparentemente,Yaga & Mackie,303640,FALSE,60,13,0.86,0.692,1,-6.293,0,0.112,0.0736,0.00247,0.182,0.85,93.992,4
491,rock,Working for the Weekend,Loverboy,221000,FALSE,68,9,0.515,0.766,7,-12.768,1,0.0343,0.0249,0.00103,0.455,0.774,146.911,4
492,rock,Fred Bear,Ted Nugent,462106,FALSE,51,12,0.421,0.867,9,-7.266,0,0.0764,0.132,0.00196,0.0267,0.438,158.505,4
493,rap,Shake Ya Ass,Mystikal,256973,TRUE,58,18,0.914,0.607,7,-5.658,1,0.32,0.0626,0,0.0515,0.666,98.054,4
494,edm,Summer Of Love,Aluna,195711,FALSE,52,1,0.717,0.759,5,-4.847,1,0.0431,0.0802,0.0495,0.462,0.316,122.003,4
495,latin,Dejaría Todo,Chayanne,284466,FALSE,41,33,0.631,0.751,8,-6.457,1,0.0284,0.449,0,0.286,0.685,143.924,4
496,latin,Si tú no estas,Rosana,256320,FALSE,66,13,0.51,0.128,3,-10.878,1,0.0424,0.874,0,0.0966,0.342,133.215,4
497,rap,Phone Jumpin,Dave East,247226,TRUE,57,13,0.632,0.767,9,-4.002,0,0.232,0.0216,0,0.378,0.622,140.14,4
498,latin,Mis Ojos Lloran Por Ti,Big Boy,295533,FALSE,73,12,0.794,0.831,8,-9.235,1,0.331,0.0135,1.12E-06,0.11,0.328,172.407,4
499,rap,Right Thurr,Chingy,250746,TRUE,68,17,0.866,0.749,2,-3.977,1,0.253,0.15,0,0.0614,0.891,92.074,4
500,latin,Se Te Olvidó,Kalimba,269360,FALSE,64,12,0.781,0.498,10,-6.17,1,0.0273,0.184,0,0.103,0.346,113.981,4
